1st level,2nd level,3rd level,category.name,category.desc,project.name,project.link,link.git,project.desc
Testing,Testing,BDD,BDD,Testing for the software development process that emerged from TDD and was heavily influenced by DDD and OOAD.,Cucumber,https://github.com/cucumber/cucumber-jvm,TRUE,Provides a way to describe features in a plain language which customers can understand.
Testing,Testing,BDD,BDD,Testing for the software development process that emerged from TDD and was heavily influenced by DDD and OOAD.,Cukes-REST,https://github.com/ctco/cukes,TRUE,Collection of Gherkin steps for REST-service testing using Cucumber.
Testing,Testing,BDD,BDD,Testing for the software development process that emerged from TDD and was heavily influenced by DDD and OOAD.,J8Spec,https://github.com/j8spec/j8spec,TRUE,Follows a Jasmine-like syntax.
Testing,Testing,BDD,BDD,Testing for the software development process that emerged from TDD and was heavily influenced by DDD and OOAD.,JBehave,https://github.com/jbehave/jbehave-core,TRUE,Extensively configurable framework that describes stories.
Testing,Testing,BDD,BDD,Testing for the software development process that emerged from TDD and was heavily influenced by DDD and OOAD.,JGiven,https://github.com/TNG/JGiven,TRUE,Provides a fluent API which allows for simpler composition.
Testing,Testing,BDD,BDD,Testing for the software development process that emerged from TDD and was heavily influenced by DDD and OOAD.,Lamdba Behave,https://github.com/RichardWarburton/lambda-behave,TRUE,Aims to provide a fluent API to write tests in long and descriptive sentences that read like plain English.
Testing,Testing,BDD,BDD,Testing for the software development process that emerged from TDD and was heavily influenced by DDD and OOAD.,Serenity BDD,https://github.com/serenity-bdd/serenity-core,TRUE,"Automated Acceptance testing and reporting library that works with Cucumber, JBehave and JUnit to make it easier to write high quality executable specifications."
Testing,Testing,Fixtures,Fixtures,Everything related to the creation and handling of random data.,Beanmother,https://github.com/keepcosmos/beanmother,TRUE,Sets up beans from YAML fixtures.
Testing,Testing,Fixtures,Fixtures,Everything related to the creation and handling of random data.,Fixture Factory,https://github.com/six2six/fixture-factory,TRUE,Generates fake objects from a template.
Testing,Testing,Fixtures,Fixtures,Everything related to the creation and handling of random data.,jFairy,https://github.com/Devskiller/jfairy,TRUE,Fake data generator.
Testing,Testing,Fixtures,Fixtures,Everything related to the creation and handling of random data.,Randomized Testing,https://github.com/randomizedtesting/randomizedtesting,TRUE,JUnit test runner and plugins for running JUnit tests with pseudo-randomness.
Testing,Testing,Fixtures,Fixtures,Everything related to the creation and handling of random data.,Java Faker,https://github.com/DiUS/java-faker,TRUE,Port of Ruby's fake data generator.
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,ArchUnit,https://github.com/TNG/ArchUnit,TRUE,Test library for specifying and asserting architecture rules.
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,Apache JMeter,https://github.com/apache/jmeter,TRUE,Functional testing and performance measurements.
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,Arquillian,https://github.com/arquillian/arquillian-core,TRUE,Integration and functional testing platform for Java EE containers.
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,Citrus,https://github.com/citrusframework/citrus,TRUE,Integration testing framework that focuses on both client- and server-side messaging.
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,Gatling,https://github.com/gatling/gatling,TRUE,"Load testing tool designed for ease of use, maintainability and high performance."
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,JUnit,https://github.com/junit-team/junit5,TRUE,Common testing framework.
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,jqwik,https://github.com/jlink/jqwik,TRUE,Engine for property-based testing built on JUnit 5.
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,Pact JVM,https://github.com/DiUS/pact-jvm,TRUE,Consumer-driven contract testing.
Testing,Testing,Frameworks,Frameworks,Provide environments to run tests for a specific use case.,PIT,https://github.com/hcoles/pitest,TRUE,Fast mutation-testing framework for evaluating fault-detection abilities of existing JUnit or TestNG test suites.
Testing,Testing,Matchers,Matchers,Libraries that provide custom matchers.,AssertJ,https://github.com/joel-costigliola/assertj-core,TRUE,Fluent assertions that improve readability.
Testing,Testing,Matchers,Matchers,Libraries that provide custom matchers.,Hamcrest,https://github.com/hamcrest/JavaHamcrest,TRUE,Matchers that can be combined to create flexible expressions of intent.
Testing,Testing,Matchers,Matchers,Libraries that provide custom matchers.,JSONAssert,https://github.com/skyscreamer/jsonassert,TRUE,Simplifies testing JSON strings.
Testing,Testing,Matchers,Matchers,Libraries that provide custom matchers.,Truth,https://github.com/google/truth,TRUE,Google's fluent assertion and proposition framework.
Testing,Testing,Matchers,Matchers,Libraries that provide custom matchers.,XMLUnit,https://github.com/xmlunit/xmlunit,TRUE,Simplifies testing for XML output.
Testing,Testing,Miscellaneous,Miscellaneous,Other stuff related to testing.,junit-dataprovider,https://github.com/TNG/junit-dataprovider,TRUE,TestNG-like data provider/runner for JUnit.
Testing,Testing,Miscellaneous,Miscellaneous,Other stuff related to testing.,Mutability Detector,https://github.com/MutabilityDetector/MutabilityDetector,TRUE,Reports whether instances of a given class are immutable.
Testing,Testing,Miscellaneous,Miscellaneous,Other stuff related to testing.,raml-tester,https://github.com/nidi3/raml-tester,TRUE,Tests if a request/response matches a given RAML definition.
Testing,Testing,Miscellaneous,Miscellaneous,Other stuff related to testing.,TestContainers,https://github.com/testcontainers/testcontainers-java,TRUE,"Provides throwaway instances of common databases, Selenium web browsers, or anything else that can run in a Docker container."
Testing,Testing,Miscellaneous,Miscellaneous,Other stuff related to testing.,pojo-tester,https://github.com/sta-szek/pojo-tester,TRUE,Automatically performs tests on basic POJO methods.
Testing,Testing,Mocking,Mocking,Other stuff related to testing.,JMockit,https://github.com/jmockit/jmockit1,TRUE,"Integration testing, API mocking and faking, and code coverage."
Testing,Testing,Mocking,Mocking,Other stuff related to testing.,Mockito,https://github.com/mockito/mockito,TRUE,Mocking framework that lets you write tests with a clean and simple API.
Testing,Testing,Mocking,Mocking,Other stuff related to testing.,MockServer,https://github.com/mock-server/mockserver,TRUE,Allows mocking of systems integrated with HTTPS.
Testing,Testing,Mocking,Mocking,Other stuff related to testing.,Moco,https://github.com/dreamhead/moco,TRUE,Concise web services for stubs and mocks.
Testing,Testing,Mocking,Mocking,Other stuff related to testing.,PowerMock,https://github.com/powermock/powermock,TRUE,"Mocks static methods, constructors, final classes and methods, private methods, and removal of static initializers."
Testing,Testing,Mocking,Mocking,Other stuff related to testing.,WireMock,https://github.com/tomakehurst/wiremock,TRUE,Stubs and mocks web services.
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,Arthas,https://github.com/alibaba/arthas,TRUE,Allows to troubleshoot production issues for applications without modifying code or restarting servers.
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,bucket4j,https://github.com/vladimir-bukhtoyarov/bucket4j,TRUE,Rate limiting library based on token-bucket algorithm.
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,cactoos,https://github.com/yegor256/cactoos,TRUE,Collection of object-oriented primitives.
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,CRaSH,https://github.com/crashub/crash,TRUE,Provides a shell into a JVM that's running CRaSH. Used by Spring Boot and others.
Data,Database,Utility,Utility,Libraries which provide general utility functions.,Embulk,https://github.com/embulk/embulk,TRUE,"Bulk data loader that helps data transfer between various databases, storages, file formats, and cloud services."
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,fswatch,https://github.com/vorburger/ch.vorburger.fswatch,TRUE,"Micro library to watch for directory file system changes, simplifying java.nio.file.WatchService."
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,Gephi,https://github.com/gephi/gephi,TRUE,Cross-platform for visualizing and manipulating large graph networks.
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,Guava,https://github.com/google/guava,TRUE,"Collections, caching, primitives support, concurrency libraries, common annotations, string processing, I/O, and more."
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,JGit,https://github.com/eclipse/jgit,TRUE,"Lightweight, pure Java library implementing the Git version control system."
Server,Server,Utility,Utility,Libraries which provide general utility functions.,minio-java,https://github.com/minio/minio-java,TRUE,Provides simple APIs to access any Amazon S3-compatible object storage server.
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,Protege,https://github.com/protegeproject/webprotege,TRUE,Provides an ontology editor and a framework to build knowledge-based systems.
Miscellaneous,Miscellaneous,Utility,Utility,Libraries which provide general utility functions.,Underscore-java,https://github.com/javadev/underscore-java,TRUE,Port of Underscore.js functions.
Web,Web,Web Crawling,Web Crawling,Libraries that analyze the content of websites.,Apache Nutch,https://nutch.apache.org,TRUE,"Highly extensible, highly scalable web crawler for production environments."
Web,Web,Web Crawling,Web Crawling,Libraries that analyze the content of websites.,Crawler4j,https://github.com/yasserg/crawler4j,TRUE,Simple and lightweight web crawler.
Web,Web,Web Crawling,Web Crawling,Libraries that analyze the content of websites.,jsoup,https://github.com/jhy/jsoup,TRUE,"Scrapes, parses, manipulates and cleans HTML."
Web,Web,Web Crawling,Web Crawling,Libraries that analyze the content of websites.,StormCrawler,https://github.com/DigitalPebble/storm-crawler,TRUE,SDK for building low-latency and scalable web crawlers.
Web,Web,Web Crawling,Web Crawling,Libraries that analyze the content of websites.,webmagic,https://github.com/code4craft/webmagic,TRUE,"Scalable crawler with downloading, url management, content extraction and persistent."
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,ActiveJ,https://github.com/activej/activej,TRUE,Lightweight asynchronous framework built from the ground up for developing high-performance web applications.
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Apache Tapestry,https://github.com/apache/tapestry-5,TRUE,"Component-oriented framework for creating dynamic, robust, highly scalable web applications."
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Apache Wicket,https://github.com/apache/wicket,TRUE,"Component-based web application framework similar to Tapestry, with a stateful GUI."
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Blade,https://github.com/lets-blade/blade,TRUE,"Lightweight, modular framework that aims to be elegant and simple."
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Bootique,https://github.com/bootique/bootique,TRUE,Minimally opinionated framework for runnable apps.
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Firefly,https://github.com/hypercube1024/firefly,TRUE,Asynchronous framework for rapid development of high-performance web application.
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Jooby,https://github.com/jooby-project/jooby,TRUE,"Scalable, fast and modular micro-framework that offers multiple programming models."
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Ninja,https://github.com/ninjaframework/ninja,TRUE,Full-stack web framework.
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Pippo,https://github.com/pippo-java/pippo,TRUE,"Small, highly modularized, Sinatra-like framework."
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Play,https://github.com/playframework/playframework,TRUE,"Built on Akka, it provides predictable and minimal resource consumption"
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Ratpack,https://github.com/ratpack/ratpack,TRUE,"Set of libraries that facilitate fast, efficient, evolvable and well-tested HTTP applications."
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Takes,https://github.com/yegor256/takes,TRUE,Opinionated web framework which is built around the concepts of True Object-Oriented Programming and immutability.
Web,Web,Web Frameworks,Web Frameworks,Frameworks that handle the communication between the layers of a web application.,Vaadin,https://github.com/vaadin/platform,TRUE,Event-driven framework that uses standard web components. Server-side architecture with Ajax on the client side.
Data,Data Structures,Data Structures,Data Structures,Efficient and specific data structures.,Apache Avro,https://github.com/apache/avro,TRUE,"Data interchange format with dynamic typing, untagged data, and absence of manually assigned IDs."
